2,0.000000
3,0.000000
4,0.000000
5,0.000000
6,0.000000
7,0.000000
8,0.000000
9,0.000000
10,0.000000
11,0.000000
12,0.000000
13,0.000000
14,0.000000
15,0.000000
16,0.000000
17,0.000000
18,0.000000
19,0.000000
20,0.000000
21,0.000000
22,0.000000
23,0.000000
24,0.000000
25,0.000000
26,0.000000
27,0.000000
28,0.000000
29,0.000000
30,0.000000
31,0.000000
32,0.000000
33,0.000000
34,0.000000
35,0.000000
36,0.000000
37,0.000000
38,0.000000
39,0.000000
40,0.000000
41,0.000000
42,0.000000
43,0.000000
44,0.000000
45,0.000000
46,0.000000
47,0.000000
48,0.000000
49,0.000000
50,0.000000
51,0.000000
52,0.000000
53,0.000000
54,0.000000
55,0.000000
56,0.000000
57,0.000000
58,0.000000
59,0.000000
60,0.000000
61,0.000000
62,0.000000
63,0.000000
64,0.000000
65,0.000000
66,0.000000
67,0.000000
68,0.000000
69,0.000000
70,0.000000
71,0.000000
72,0.000000
73,0.000000
74,0.000000
75,0.000000
76,0.000000
77,0.000000
78,0.000000
79,0.000000
80,0.000000
81,0.000000
82,0.000000
83,0.000000
84,0.000000
85,0.000000
86,0.000000
87,0.000000
88,0.000000
89,0.999000
90,0.000000
91,0.000000
92,0.000000
93,0.000000
94,0.000000
95,0.000000
96,0.000000
97,0.000000
98,0.000000
99,0.000000
100,0.000000
101,0.000000
102,0.000000
103,1.001000
104,0.000000
105,0.000000
106,0.000000
107,0.000000
108,0.000000
109,0.000000
110,0.000000
111,0.000000
112,0.000000
113,0.000000
114,0.000000
115,0.000000
116,0.000000
117,0.000000
118,0.000000
119,0.000000
120,0.000000
121,0.000000
122,0.000000
123,0.000000
124,0.000000
125,0.000000
126,0.000000
127,0.000000
128,0.000000
129,0.000000
130,0.000000
131,0.000000
132,0.000000
133,0.000000
134,0.000000
135,0.000000
136,0.000000
137,0.000000
138,0.000000
139,0.000000
140,0.000000
141,0.000000
142,0.000000
143,0.000000
144,0.000000
145,0.000000
146,0.000000
147,0.000000
148,0.000000
149,0.000000
150,0.999000
151,1.001000
152,0.000000
153,0.000000
154,0.000000
155,1.001000
156,0.000000
157,0.000000
158,0.000000
159,0.000000
160,1.000000
161,0.000000
162,0.000000
163,0.000000
164,1.988000
165,0.000000
166,0.000000
167,0.000000
168,0.000000
169,1.000000
170,0.000000
171,1.000000
172,0.000000
173,0.000000
174,0.000000
175,0.000000
176,1.000000
177,1.000000
178,0.000000
179,1.000000
180,0.987000
181,0.000000
182,0.000000
183,0.000000
184,0.000000
185,0.000000
186,0.000000
187,0.000000
188,1.000000
189,0.000000
190,0.000000
191,0.000000
192,0.000000
193,0.000000
194,0.000000
195,0.000000
196,0.999000
197,0.000000
198,0.000000
199,0.000000
200,0.000000
201,1.000000
202,0.000000
203,1.001000
204,0.000000
205,0.000000
206,0.000000
207,0.000000
208,0.000000
209,1.000000
210,0.000000
211,0.000000
212,0.000000
213,0.999000
214,0.988000
215,0.000000
216,0.000000
217,1.002000
218,0.000000
219,0.998000
220,0.000000
221,0.994000
222,0.000000
223,1.005000
224,1.000000
225,0.999000
226,1.000000
227,0.991000
228,0.000000
229,0.999000
230,0.000000
231,0.000000
232,0.999000
233,0.987000
234,1.000000
235,0.000000
236,1.000000
237,1.000000
238,0.988000
239,0.000000
240,0.000000
241,0.000000
242,0.000000
243,1.001000
244,0.000000
245,0.000000
246,0.989000
247,0.000000
248,0.000000
249,1.000000
250,1.001000
251,0.000000
252,0.000000
253,0.000000
254,0.000000
255,0.000000
256,1.001000
257,1.987000
258,0.999000
259,0.998000
260,0.000000
261,0.000000
262,1.000000
263,0.991000
264,1.000000
265,0.000000
266,0.000000
267,0.000000
268,1.006000
269,0.989000
270,1.000000
271,0.984000
272,1.000000
273,0.999000
274,1.000000
275,0.000000
276,0.984000
277,0.999000
278,0.000000
279,0.999000
280,1.004000
281,0.994000
282,1.000000
283,0.999000
284,1.008000
285,0.997000
286,0.000000
287,1.001000
288,0.000000
289,1.000000
290,0.999000
291,1.003000
292,1.000000
293,1.000000
294,0.000000
295,1.002000
296,0.986000
297,0.997000
298,1.001000
299,0.000000
300,1.002000
301,0.000000
302,0.000000
303,0.993000
304,1.000000
305,0.997000
306,0.000000
307,0.000000
308,0.000000
309,0.000000
310,0.999000
311,1.000000
312,0.999000
313,0.000000
314,3.011000
315,0.000000
316,1.001000
317,0.998000
318,1.000000
319,0.999000
320,0.996000
321,1.000000
322,1.001000
323,1.000000
324,0.989000
325,1.000000
326,0.999000
327,0.999000
328,0.000000
329,0.000000
330,1.994000
331,0.000000
332,0.999000
333,0.000000
334,0.999000
335,1.000000
336,0.989000
337,0.000000
338,0.987000
339,1.000000
340,0.000000
341,2.001000
342,0.899000
343,0.999000
344,0.999000
345,1.001000
346,0.000000
347,1.002000
348,0.000000
349,0.000000
350,0.000000
351,0.000000
352,0.999000
353,1.989000
354,0.000000
355,0.997000
356,1.001000
357,1.001000
358,5.006000
359,1.000000
360,0.000000
361,0.998000
362,0.999000
363,1.002000
364,0.990000
365,0.999000
366,1.000000
367,1.000000
368,1.000000
369,0.999000
370,1.000000
371,1.003000
372,1.000000
373,1.001000
374,0.997000
375,0.985000
376,2.001000
